date,header,time,description,date_entity
04.09.17,רוכב אופנוע בן 25 החליק ונהרג בכביש 4 ,20:45,"צוותי מד""א הוזעקו לזירת התאונה באזור הקיבוץ כפר מסריק, ונאלצו לקבוע את מותו של הצעיר בדרך לבית החולים. זהו האופנוען החמישי שנהרג תוך שבוע ","אחיב ראב""ד  (תאריך: 04.09.17, שעה: 20:45) "
03.09.17,טבריה: רוכב אופנוע נהרג מפגיעת רכב ,00:15,צעיר בן 19 שרכב על אופנוע סמוך לחוף גיא נפגע מרכב ומותו נקבע במקום. מוקדם יותר מת מפצעיו רוכב אופנוע שנפצע בתאונה ליד אלפי מנשה ביום שישי. ,"ynet  (תאריך: 03.09.17, שעה: 00:15) "
30.08.17,פגע באישה עם קטנוע לא מבוטח - וישלם 128 אלף שקל ,23:21,"בעקבות תאונת דרכים שזהות הנהג הפוגע בה לא הייתה ידועה, תבעה הולכת רגל את קרן ""קרנית"". כשהתברר במי מדובר, הוא חויב לשלם את הפיצוי ","מערכת PsakDin  (תאריך: 30.08.17, שעה: 23:21) "
29.08.17,רוכב אופנוע נהרג בהתנגשות עם טרקטור בשרון ,18:32,"בן 20 נפצע באורח אנוש סמוך לצומת בית ברל, ומותו נקבע אחרי שפונה לבית החולים. מת מפצעיו צעיר שנדרס בשבוע שעבר בקטטה בכפר טורעאן. נער מהיישוב ","רענן בן צור  (תאריך: 29.08.17, שעה: 18:32) "
25.08.17,פעוט בן שנה וחצי נפצע קשה בהתהפכות רכב ,09:11,"אמו של הפעוט נפצעה באורח בינוני ואביו נפצע קל. השלושה, ככל הנראה תיירים מצרפת, התהפכו עם רכבם בכביש 4 לדרום סמוך לצומת גן יבנה. באופקים ","אילנה קוריאל ומתן צורי  (תאריך: 25.08.17, שעה: 09:11) "
23.08.17,גרם לתאונה קטלנית כשצילם סרטון לסנאפצ'ט ,07:59,"צעיר בריטי בן 25 הורשע בהריגת נער בן 18 שנסע איתו ברכב, בזמן שצילם סרטון לרשת החברתית. הוא נידון לארבע שנות מאסר בפועל ","ynet  (תאריך: 23.08.17, שעה: 07:59)  "
23.08.17,"""לא מפחדים"": רוכבי האופניים הישראלים לא חובשים קסדה - ונפגעים ",00:13,"נתונים מציירים תמונת מצב מדאיגה באשר להרגלי הבטיחות של הרוכב הישראלי. רק 14 אחוזים מבין הרוכבים שנפצעו ונזקקו לאשפוז חבשו קסדה. דווקא ילדים, ","אסף זגריזק  (תאריך: 23.08.17, שעה: 00:13)  "
22.08.17,שני פצועים אנוש ושניים קשה בתאונה סמוך לים המלח ,15:55,"תאונה בין שני כלי רכב אירעה בכביש 1 בין צומת אלמוג לצומת בית הערבה. שמונה נפצעו, בהם שני צעירים באורח אנוש ועוד אישה כבת 40 וצעיר שנפגעו ","אלישע בן קימון  (תאריך: 22.08.17, שעה: 15:55)  "
22.08.17,"שינוי חוק הרשות לבטיחות בדרכים: ""קיצצו בסמכויות ובכסף"" ",10:45,מבקר המדינה מתח בשנה שעברה ביקורת קשה על פעילות הרשות והחלשתה נוכח העלייה במספר קורבנות תאונות הדרכים. אלא שלדברי הוגה הקמתה - תזכיר החוק ,"אסף זגריזק  (תאריך: 22.08.17, שעה: 10:45)  "
21.08.17,400 אלף ש' למאייר שנפגע ביד בתאונת דרכים ,18:03,"בעקבות התאונה נפגעה יכולתו של אנימטור להתפרנס. שופט קבע שתגמולי ביטוח לאומי לא מכסים על הנזק, ולכן גם חברת הביטוח AIG תשלם לו ","עו""ד אפרים נוה  (תאריך: 21.08.17, שעה: 18:03) "
20.08.17,פגיעת המשאית בגשר: מי אחראי ואת מי לתבוע? ,22:32,"האם האירוע בכביש 4, שבו נהרג הנהג אליחי טדרי, מוגדר כ""תאונת דרכים"" ע""פ החוק? מי יפצה על הנזקים שנגרמו למשפחת הנהג? שאלות ותשובות ","עו""ד דוד סער  (תאריך: 20.08.17, שעה: 22:32)  "
20.08.17,"חשד: נהג דרס למוות קשישה, עצר אחרי 150 מטר - וברח ",15:03,"איש עסקים מקיסריה נעצר בחשד שפגע ביום שישי בנגר רוסטמיאן (87) בכביש החוף, אך לא עצר לסייע לה. בית המשפט האריך את מעצרו ב-3 ימים ","רענן בן צור  (תאריך: 20.08.17, שעה: 15:03)  "
15.08.17,"""רצתה לקצר"": טוהר נפגעה מקטנוע באזור קריסת הגשר ",20:58,"טוהר רובין בת ה-15 מגבעת שמואל חצתה מדי יום את גשר רמת אלחנן בדרכה לשכונת פרדס כץ. אחרי קריסת הגשר היא ניסתה לעבור את הכביש, אבל נפגעה ","רותם אליזרע  (תאריך: 15.08.17, שעה: 20:58)  "
15.08.17,"מחדל המשאיות: תאונות קטלניות, שוק עבודה פרוץ ותקינה מיושנת ",14:39,"התאונה הקטלנית אמש בכביש 4, שבמהלכה קרס גשר על משאית עם מנוף פתוח, הייתה האחרונה ברצף תאונות קשות שמעורבות בהן משאיות. בדיקה מלמדת שהנהגים ","אסף זגריזק  (תאריך: 15.08.17, שעה: 14:39)  "
15.08.17,תיעוד: רגע פגיעת המשאית בגשר בכביש 4 ,11:28,נהג בכביש 4 תיעד במצלמת הדשבורד במכוניתו את המשאית שפגעה אמש בגשר הולכי הרגל ליד אוניברסיטת בר אילן. לנהג אליחי טדרי (58) מחולון לא נותר ,"איתי בלומנטל ואסף זגריזק   (תאריך: 15.08.17, שעה: 11:28)  "
07.08.17,בת 20 נהרגה מפגיעת רכב סמוך לצריפין ,20:36,"בבית החולים אסף הרופא נאבקו על חייה של צעירה שנפגעה מרכב בכביש 44 סמוך לצומת צריפין. פרמדיקים של מד""א טיפלו בה ומצבה הוגדר אנוש, אך בבית ","אלי סניור ורותם אליזרע  (תאריך: 07.08.17, שעה: 20:36)  "
07.08.17,"נסע על מדרכה, פגע באישה – וטען שנפלה לבד ",17:59,"בת 73 שהלכה מול מוסך מאזדה בחיפה נפגעה ממכונית שנסעה לאחור. בעל המוסך הכחיש שהוא נהג ברכב, אבל ביהמ""ש חייב אותו ב-22 אלף שקל ","עו""ד אופיר בן דוד  (תאריך: 07.08.17, שעה: 17:59) "
07.08.17,"""בניגוד לאינטואיציה"": סיכון גדול יותר בקיץ לילדים כנוסעים ברכב ",11:23,"מנתוני מכון ""גרטנר"" עולה כי בקיץ יש באופן קבוע ירידה בכמות הילדים ובני הנוער שמאושפזים בעקבות תאונות אופניים חשמליים, קורקינטים והוברבורדים, ","אסף זגריזק  (תאריך: 07.08.17, שעה: 11:23)  "
01.08.17,הקיץ הקטלני נמשך: יותר מהרוג בכל יום ביולי ,16:13,"חודש יוני גבה הכי הרבה קורבנות מתחילת השנה (46), וחודש יולי הסתיים עם מספר נמוך יותר (37). עם זאת, גם יולי 2016 הסתיים עם אותו מניין הרוגים. ","רון נוטקין  (תאריך: 01.08.17, שעה: 16:13)  "
01.08.17,סיפורו של צומת: כך לוקח שנים לטפל בקטע מסוכן ,14:24,"לא פחות מ-19 תאונות אירעו בשלוש השנים האחרונות בצומת בת הדר, סמוך לאשקלון, שלא נכלל בתוכנית לטיפול במוקדי הסיכון של משרד התחבורה. התרעות ","אסף זגריזק   (תאריך: 01.08.17, שעה: 14:24)  "
31.07.17,בת 10 שרכבה על קורקינט ללא קסדה נפלה ונפצעה קשה ,20:50,"הוריה של הילדה הביאו אותה לנהג אמבולנס שמתגורר במושב טפחות בגליל. אחרי שמצבה הידרדר היא פונתה במסוק של מד""א לביה""ח רמב""ם ","גואל בנו  (תאריך: 31.07.17, שעה: 20:50) "
28.07.17,"""הילד שלי בן שלוש וכבר נוסע על הוברבורד"" ",00:19,"החוק אומר שרק נערים מגיל 16 מורשים לרכוב על הוברבורד, אולם תחקירן ""אור ירוק"" גילה כי אנשי המכירות דווקא לא מסרבים למכור לצעירים יותר. ""אצלי ","אסף זגריזק  (תאריך: 28.07.17, שעה: 00:19)  "
26.07.17,"מת מפצעיו אלוף הנוער באגרוף: ""הוא עורר השראה"" ",19:32,"חייל צה""ל אופק קלוגמן, שנפצע אנושות בתאונת דרכים בשבת האחרונה, הלך היום לעולמו. אף שהיה ספורטאי מצטיין הוא בחר להתגייס ליחידת אגוז: ""הייתה ","אחיה ראב""ד  (תאריך: 26.07.17, שעה: 19:32) "
26.07.17,"740 אלף שקל לרוכבת אופניים שנפגעה מרכב בת""א ",06:57,"ביהמ""ש קיבל את הטענה של הרוכבת שמאז האירוע היא סובלת מתפקוד לקוי וקושי בזוגיות. את רוב הסכום ישלם ביטוח הלאומי וו""הפניקס"" את השאר ","עו""ד אסתר שלום  (תאריך: 26.07.17, שעה: 06:57) "
25.07.17,"שילי ובתה התינוקת נהרגו בתאונה: ""נחבק את הבעל והילדים"" ",10:48,"שילי קתאלי עצרה בשולי הדרך בצומת גורל בנגב בשל תקלה ברכב. כשהתכוונה להוציא את בתה יעל, בת 7 חודשים, היא נפגעה מרכב חולף ונהרגה יחד עם בתה. ","רענן בן צור ואילנה קוריאל  (תאריך: 25.07.17, שעה: 10:48)  "
24.07.17,גרם לתאונה שקיפחה חיים – אך זוכה מהריגה ,07:08,"לפני 4 שנים נכנס ראמי חטיב לצומת גומא באדום ופגע באלעד ארליך ז""ל. הוא הורשע בגרימת מוות ברשלנות, שהעונש המרבי עליה נמוך משמעותית  ","עו""ד רון מייסטר  (תאריך: 24.07.17, שעה: 07:08) "
23.07.17,ציבור הנהגים מממן: סבסוד תאונות האופנוענים זינק ב-67% ,17:06,"דו""ח הממונה על הביטוח מגלה: עלות נזקי הגוף בגין ביטוח אופנועים עמדה ב-2016 על כ-874 מיליון שקל, אך דמי הביטוח ששילמו האופנוענים היו 241 ","אליצפן רוזנברג  (תאריך: 23.07.17, שעה: 17:06) "
19.07.17,תיעוד התאונה הקטלנית: המשאית סוטה - ומתנגשת חזיתית ברכב ,20:38,חמישה פלסטינים נהרגו לאחר שמשאית פגעה ברכב מסחרי שבו נסעו בצפון השומרון. בתיעוד התאונה ניתן לראות כי המשאית סוטה מנתיבה מסיבה שעדיין אינה ,"אלישע בן קימון ואחיה ראב""ד  (תאריך: 19.07.17, שעה: 20:38)  "
19.07.17,חמישה הרוגים בתאונה בצפון השומרון ,16:46,"התאונה אירעה בין משאית לרכב מסחרי סמוך ליישוב שקד. פרמדיקים של מד""א טיפלו בעשרה פצועים פלסטינים, בהם חמישה שהיו במצב אנוש ומאוחר יותר נקבע ","אלישע בן קימון  (תאריך: 19.07.17, שעה: 16:46)  "
18.07.17,מאסר לצעיר שנהג ללא רישיון והרג את בני דודיו ,17:06,"בן 16 מהצפון שהסיע שני בני משפחה נמלט בפראות מניידת משטרה. הוא התנגש במשאית ושני הילדים נהרגו. ביהמ""ש גזר עליו שנה וחצי מאסר ","אחיה ראב""ד  (תאריך: 18.07.17, שעה: 17:06) "
18.07.17,הרשימה נחשפת: קטעי הדרך המסוכנים שיטופלו - ואלה שיידחו ,16:40,"בכבישי ישראל לפחות 200 מוקדי סיכון להתרחשות תאונות דרכים - אך התקציב השנתי מספיק לטיפול ב-30 בלבד. המוקדים הבעייתיים נותרים חסויים, וכמה מהם ","אסף זגריזק  (תאריך: 18.07.17, שעה: 16:40)  "
17.07.17,בנימין נהרג בהתהפכות רכב בדרום ,21:57,"סרן בנימין רוזנבליום, שנהרג בהתהפכות רכב צבאי בכביש 232 סמוך למועצה האזורית אשכול, הוא אחד משלושת הקורבנות שנהרגו היום בכבישים. הלווייתו ","יואב זיתון  (תאריך: 17.07.17, שעה: 21:57)  "
